rural solar thermal,0.058229452324615,0.014539986052265324,1.0849314670271545e-08,3.304293873178685e-10,0.007194668998896349,2.762364667678254e-05,0.00020731726166168344,1.8541419802874516e-09,6.929329887627187e-06,4.040523915235575,0.0001436205977235323,4.4238333315779083e-05,4.3784485915896106e-08,0.011593467179603606,2.9962483524700996e-10,0.015912953949530188,8.715599898925139e-05,1.8539085161397343e-05,0.07671616500827248,0.00014809283941512766,0.0012411160379103164,0.04165802834494087,0.00018157741528892877,0.06375015278084945,0.0010485445426849128,0.10641743661338433,0.00015437815529609496,0.023083441375885458,0.00011118900135226657,0.019439653904529834,0.0006209181027855505,0.06795426254983335,9.375060777838768e-05,0.012031287671845824,0.08543591595608646,0.0015023711089109902,0.0011016924147525444,0.01772846345275246,0.0014511743545854324,0.04410395014212436,0.00135905019810226,4.8645459472274855,0.0018563026869716133,0.1438870357691356,0.0007082149113147942,0.046431588572038454,0.00041606905768825373,0.04854028988444427,0.0006475058426970757,0.03739417384223617
rural water tanks charger,254137.3085202686,254540.55138019548,254183.42921023007,252882.73837779954,253523.0163683309,252893.40097405176,252024.77837055267,251773.79984823664,251566.17251173133,247166.50916181318,248676.51095558103,245590.29516106794,246339.57841344885,243925.5021686206,243870.75346815435,238649.39459208422,230364.37066106702,230431.1151385282,251635.07815234747,251544.6985174142,252714.0376915884,251637.93597630275,251121.46243004798,247101.98082353352,244971.34119044628,243870.4361302373,243210.38923631544,241422.6172563163,238031.72917275754,229502.5942735849,224658.26500476917,222615.4331845252,215546.87333082664,208863.66541087723,254232.65348749206,254491.29654875718,254107.5723344005,254164.76509336138,253208.3042490446,252276.65606366313,251889.236203261,249907.8460916094,249763.30659193126,247404.3948487083,246063.56740151413,245992.54270658983,243969.28063582233,239906.41410854293,230749.9596032869,230096.82121271096
rural water tanks discharger,252357.48258917953,248934.8550904549,246646.95297040767,243684.02521642437,243903.0236809796,242532.34782676314,239578.25357355678,238604.4927894715,237592.04910923136,232895.21679340184,232546.35783654684,226796.6676397518,224678.13626400114,221020.39161973368,221028.6152082563,218174.45230417588,212275.85669142118,210843.5957585005,243719.29699466255,243552.90102567637,245068.37860486604,243553.2870727138,241767.79304360395,238001.12515700838,234815.89620511816,230264.11454632715,225312.46017101384,222322.72610980435,216490.62825990428,208494.37746742563,204292.9714251633,202217.72769849197,195689.18418742187,187599.7842428405,249960.46356837597,247928.41320402795,244860.1973298152,245500.3704989349,242284.08888831973,240712.3417266423,239030.97481822458,237491.73645922134,234626.83004404715,228846.9720769876,224926.08772903073,224279.06114101576,222151.69860582196,218790.76185597025,212236.18445026234,211437.7183370438
shipping methanol,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215
solar,697741.5285572318,691833.24260543,692885.5946328461,695982.6406687151,695998.4938118912,694866.7893980257,691006.1611093589,689586.00950203,687840.1485333337,688160.4752463277,688270.6327451664,686993.1879441477,688205.5439295272,687175.7981637121,687268.63109127,689935.3412042047,676763.6351065463,617314.9411909354,697621.485602582,698164.1279440534,697579.7125763324,699999.3785523793,699760.4735569484,699717.6438670544,700537.0996923988,698097.3153463228,695844.7911619633,693956.4755094106,691274.602436196,692223.9963014906,689815.7012957927,689590.1228748052,692599.6730676863,686169.1767335883,688130.0306532704,689979.3486920265,694342.9169089017,694895.905237471,692054.4007463616,690555.4173731423,688988.445768699,687641.0902057955,684873.6216151823,680282.6166746647,683763.551796553,684320.1721679065,683855.1614088767,685737.9031499374,670644.3607682635,611393.3809637295
solar rooftop,657206.8276960871,662880.0303709648,663190.6541926211,660711.1211808025,659950.9457114504,658562.3971265227,658661.728341198,658828.8676618005,658561.7978288075,658793.5271774991,658199.1016470238,659519.6545383356,661049.7409794497,659613.0672109589,655249.607975312,656309.0450563139,655165.5789298916,658719.1635504144,659678.672945312,660627.2368738371,660347.3332858079,660209.0531079929,659528.6070124609,660101.5684710081,659861.6288486737,660078.6708577513,659664.6700729249,658013.2384433162,654364.4805383508,651093.2585875636,652198.7299469091,657155.843383062,665436.5072758867,671777.334679272,660679.9328761142,660216.4288002695,657809.8983622999,657262.8892960424,656693.5118998031,656822.1490972488,656097.3120260098,657461.7595706193,656650.7641544009,655568.4040903397,656993.059090421,654735.4327349403,652051.514735491,652384.939303415,652184.7923242142,655995.8576465326
solar-hsat,1299861.3612821866,1296743.7788898547,1296181.7306213744,1297487.4997588391,1299792.5730851695,1303272.4212476383,1305926.409136377,1308589.2733139219,1312447.652864333,1315128.273604003,1315187.287329212,1314938.8147849424,1308931.7231326,1305920.6671865485,1304907.7808393792,1296183.1803164938,1283311.5001515795,1271086.1667064189,1297683.032264262,1296319.9847382652,1298820.1776829378,1297932.398641873,1299483.1854599838,1300028.5607305286,1300007.234636876,1302991.4349400955,1304846.4733115113,1308440.132235651,1314704.8854102434,1317507.1715487551,1319277.3237101284,1315187.6943400134,1296092.0169350244,1271284.586060003,1299806.8784684679,1299062.7615666785,1299324.6125439883,1300323.7527845704,1304876.7670692238,1305956.078704371,1308840.4714042053,1312019.5195668945,1316534.8026899681,1319995.7711560747,1313575.8012029384,1311342.3345776983,1309453.443373618,1301890.0690186003,1291207.2959945665,1285753.9214877142
solid biomass for industry,0.00023625862377230078,5.444081034511328e-05,8.731149137020111e-11,2.9103830456733704e-11,5.1341194193810225e-05,1.91314029507339e-07,1.2206117389723659e-05,2.9103830456733704e-11,6.165937520563602e-07,0.030216468818252906,9.424242307431996e-06,8.446135325357318e-06,2.1827872842550278e-10,4.3968859245069325e-05,2.9103830456733704e-11,0.00016668073658365756,1.0648800525814295e-06,8.908638847060502e-06,0.0004139305674470961,5.459005478769541e-07,7.756869308650494e-06,0.00022962375078350306,8.937277016229928e-06,0.00044862148934043944,6.201924406923354e-06,0.0005245194042799994,1.305803016293794e-05,0.00010164118430111557,5.213514668866992e-07,0.00012922707537654787,3.722598194144666e-06,0.00044637161772698164,9.518131264485419e-06,7.566652493551373e-05,0.00040724416612647474,6.692513125017285e-06,5.64595393370837e-06,8.547044126316905e-05,5.983529263176024e-06,0.00023471302120015025,5.598427378572524e-06,0.03347500567906536,7.305105100385845e-06,0.0005584464961430058,4.2477622628211975e-06,0.00023186748148873448,1.9924045773223042e-06,0.00032074768387246877,4.213579813949764e-06,0.0003895965055562556
solid biomass for industry CC,89112.12601261106,89112.12588870613,89112.12582444449,89112.12582444446,89112.12584220205,89112.12582448873,89112.1258357563,89112.12582444446,89112.12582494617,89112.1328691617,89112.12583414005,89112.12583243755,89112.1258244446,89112.12587498392,89112.12582444446,89112.12579374456,89112.12582418154,89112.12583184584,89112.12602887489,89112.12582509137,89112.12582673917,89112.12596244205,89112.12584151088,89112.12585790044,89112.1258258555,89112.1260818922,89112.12582928514,89112.12589934484,89112.12582479428,89112.12585892707,89112.12582470724,89112.1257652943,89112.12582862574,89112.12583118558,89112.12607293944,89112.1258315021,89112.12582814485,89112.12589158305,89112.1258313265,89112.12590652467,89112.12582857684,89112.13894638671,89112.1258316005,89112.12639047937,89112.12582572352,89112.1259738606,89112.12582572085,89112.12588548788,89112.12582552126,89112.1257212818
urban central air heat pump,63238.16526931011,62973.62070287246,63006.70595405922,62869.55948434694,62870.73672422229,62788.19034926392,62738.34135954007,62569.1270208897,62456.31409556184,62295.41709698696,62271.93191447729,61939.60028313783,61602.06817242515,61169.50180855474,60295.59151873238,58990.39654930699,57559.939857999656,59643.26151897591,63009.26996780146,62984.619265135036,62978.625219402114,62848.12154801408,62731.30797579388,62574.56046860935,62392.88652632251,62196.45086694092,61996.743750705224,61693.7885543347,61337.465236774224,61047.814908880704,60513.62532435073,59552.04177761948,58912.6642885813,59912.003212831,63005.1644782808,63002.46140814398,62970.50297370751,62942.363703334646,62926.75738263163,62812.03975729344,62681.803390958514,62551.98219033228,62346.87523989236,62087.63111810023,61783.01710352399,61443.92946152803,60826.16682637168,59630.04528668645,58317.377697974356,60079.64565922829
urban central gas CHP,161924.24156966264,163561.3970080697,164251.9162472078,165093.0779411196,164752.5900054337,157752.29753211347,148468.59452318642,139634.72682966047,132570.82649561987,127443.4566586793,127423.41186610171,117851.96577721817,105772.64246688542,89217.71927952975,63008.80053555487,20041.807861386835,0.00021753659619709134,0.003718630675180866,167027.60513370467,168012.24020905048,171779.2335359565,174735.8348495847,175234.0606036516,173893.35888014588,172141.38104374878,170905.6366797019,166336.6542382997,161735.36692617837,155833.9642966248,149373.67298203433,146252.15108996423,133331.75025623606,98764.03101222674,78879.00398941213,162996.14392349735,163657.06481184345,165220.31340283147,164695.4582245785,159533.72376097707,150534.80730489414,143241.0543260934,134849.05514614613,129115.67013980712,120908.54406133814,109284.18062779307,95676.71420580301,73574.70674048834,35861.48111984914,0.0018389183911026578,0.043701888617138335
urban central gas CHP CC,0.03618026438058512,0.010931574320457656,8.57157462364334e-09,2.551588658413496e-10,0.007044493440467514,2.4352249260488748e-05,0.00258517408564918,1.3737608355488605e-09,0.00011834260141911851,3.8772324151203734,0.0020905307499323776,0.001827912692538217,3.340819645606215e-08,0.008527794659981075,2.289410914067304e-10,0.013186428559356289,6.795143147415617e-05,0.0013542536800932189,0.057729480640247646,0.00010929612368765241,0.0009519494859725537,0.03205611576914028,0.0029402575322768796,0.047441895980883296,0.0007380201479335463,0.0715040794648924,0.0024135936433161056,0.015599955085737246,8.223704631998466e-05,0.01492373762630939,0.0004094903535889168,0.04124144360131749,0.0016045578576087305,0.007272509943399112,0.05698425998335181,0.0011956681475927891,0.0008135089920827749,0.013280464406787453,0.0010821914344205923,0.02972365579514947,0.0008523867175799295,4.093092592235015,0.001274567148653053,0.09505665501570061,0.0005055170502067937,0.03289747127469347,0.0002879174808809289,0.03356558645521862,0.00045087869394533017,0.021036294163871264
urban central gas boiler,90078.09136689406,89838.27056204456,89936.72471957456,90621.46046411622,91146.70260227544,92738.80959902932,94648.27384118577,97014.85889790056,99661.2185738911,102236.92050871992,102146.63367187606,106024.6437041367,110539.830472165,116204.15968166121,127025.43823196454,146604.4521111861,152557.25045911482,146843.19669750714,89939.33460448247,89990.01314366504,90315.63938199334,90867.84099270563,91641.57353129859,92435.15864937638,93592.86318967439,95048.64134206541,96982.03684728094,100137.60523426412,102770.20757394611,105699.44234178044,108292.07269275222,114961.92156627668,123686.98141946654,138114.32369657338,89961.05084354799,89853.17838342207,90524.79661126138,90910.69465459182,91975.10274171874,93947.3975158408,96260.47362096398,98979.69953437329,101091.44970393596,104377.80918624028,108765.83966883832,113589.77919731388,122210.88473490218,138888.197953512,152145.6770869172,147541.108659118
urban central resistive heater,315929.9144432417,316705.2570981012,316410.12903429207,317430.566445712,317990.8808036812,318539.9121596364,319522.831405191,321290.9273182289,321912.31519532093,323450.5427077853,323697.9516214044,325967.46475948405,328208.9144016041,330892.97159933683,336141.4547266059,341859.878232158,345088.7060878238,325559.5569554938,317667.80422966176,317857.52687088324,318195.9197932637,319292.6439704422,319942.9127403948,320962.3800705486,322754.2977420577,324214.03725164104,325682.2164056736,327294.7897988568,329708.77758495853,331763.4761823598,333640.0448467991,336987.8953799143,339522.6215633065,328899.09586700366,315987.953722896,316256.26972795284,316598.2742369838,317290.3018136145,317559.1502996825,318678.4499635632,320048.7445881566,321046.9652943698,323021.2122030203,325050.79966346745,327567.82873757236,329656.36364548164,333044.5733834169,338765.3728195979,341113.7756335516,321633.703251943
urban central solar thermal,0.12130696561108167,0.034668846747623945,2.5091489040581732e-08,7.772709503145117e-10,0.01589327924679716,5.986825975114811e-05,0.006449946661059701,4.453750604462363e-09,0.00029706782923513133,8.960723774577145,0.005484610693959645,0.0045205182620957655,1.0425283962224746e-07,0.0280292870793577,7.019186036352158e-10,0.035026060829664384,0.00021166617054937514,0.005667614519813618,0.1683694566767649,0.00035355379711477533,0.0029291653531854675,0.09610142056378615,0.008195534409778727,0.15343480351258174,0.0025858960222679235,0.24808865462613722,0.007335575844838637,0.05149006673776706,0.00026508688191964895,0.046692254206769444,0.0013774163506512192,0.16266731844714002,0.004474497443215048,0.026683385133948776,0.18051859521825697,0.003230637475197338,0.0023572918709291618,0.04091174868360308,0.003247832710297505,0.1009643823629891,0.0030098713411880387,10.946542321036624,0.004195910952136821,0.317953900210831,0.0016908969002060494,0.10676041596459895,0.0009413493581359758,0.10470673395391976,0.0014366629152297871,0.0802939392146034
urban central solid biomass CHP,0.053984116104481235,0.01510831789930083,1.2330378212581766e-08,3.495199042082547e-10,0.009665657404291386,3.479300146321632e-05,0.004015708144053896,1.95195029627102e-09,0.000183753152185881,5.234983570255149,0.0030687410836063513,0.002872810865930491,5.035562532014724e-08,0.012769821755889345,3.4006882633835e-10,0.026445521998929574,0.00016775354193998438,0.003848801707422454,0.07654182854879867,0.00015600467300173516,0.0015717750264626386,0.049637680020563915,0.0044911308239525,0.08130335947192903,0.0011879189564336968,0.11271067952291627,0.0040377848762377785,0.023559565294752796,0.00012662862468503175,0.02546249784257953,0.0006604053009749841,0.07166641593909354,0.002901984395540078,0.01967771604498273,0.08319903218967743,0.0017239482096041282,0.0012555097782391133,0.019760321080044344,0.0015933255596755,0.04618618452730445,0.0013412515156983695,6.3899921121927425,0.0019442804315339336,0.1371581063975467,0.0008823182141396189,0.051949355208359485,0.00048721639650344786,0.05941156585134506,0.0008208633719250235,0.061789156927426585
urban central solid biomass CHP CC,105217.28771630235,105193.96487776614,105180.44005331272,105138.72254202976,105148.76362352395,105079.41935651662,105082.75494066023,105078.97954988616,105062.50974097684,105049.71105049379,105046.90084139224,105019.10567539358,105011.35765922598,104981.77849340142,104770.47069721113,104394.05574173664,103773.04850625087,102780.17042247584,105238.76016202148,105235.34144204526,105270.71341712787,105303.63983477144,105273.43099190868,105245.9999966838,105228.43483970752,105215.20175655012,105205.7397991658,105183.52975154926,105144.82138158713,105103.84359005307,105067.14012783133,104933.22723659709,104742.89950382238,104397.40898343996,105185.7177253578,105187.6061009475,105144.30795279298,105151.37726992246,105129.3325266198,105114.03942012096,105112.90793185557,105080.35218201048,105060.120465071,105033.56963902476,105017.44342436673,104998.28552448438,104861.92267724761,104520.88834863962,104047.40480492952,103062.25491915579
urban central water tanks charger,739659.184100186,739853.5514368648,739974.0758317102,739869.0238536155,739536.1268754139,739154.0197983488,739267.2860810318,739474.9655918174,738720.441650112,736448.5054207627,737931.9010752017,738130.10575643,737459.3832411171,734826.5003048984,733256.047376377,714024.0128896547,705940.953083264,695579.5019121817,740702.0836558103,740958.6058889868,740428.4038892416,740108.7474538762,739862.5575360585,739295.2798258096,740142.3075060862,739946.96548201,739581.3618815369,738643.2043567958,738322.0125020967,737156.3740516707,735652.5332853562,731992.4062305737,724377.8042278968,698490.1695613284,739650.3012247015,739804.5733599529,739781.1987968119,739356.9816053953,738863.0125382191,739058.3828722375,739247.3553857903,737962.42761755,737980.2000449051,737798.8661154493,738040.7681717054,737490.6720282544,734164.8005884369,725483.0547279486,705159.6210114431,689178.2267900292
urban central water tanks discharger,854980.2945394028,853682.5051234295,852129.6607053393,851462.9211196917,851980.8343030763,852158.6724052106,853364.4918533135,855069.0690760687,855864.063147832,857270.5451877498,857507.5081593107,858997.3215687405,860013.7479989012,854020.2211557686,868561.0762304934,872522.996831075,886293.2365169302,860922.2546697604,852497.8397525375,852344.5778120853,852225.2232137102,851717.5120204848,850243.891231779,849443.8264233579,850077.4396901218,852229.2844390154,851985.6868242045,844041.8552077365,840592.9482072033,842227.6095794871,836980.4665317562,827676.7977472743,846294.8014175469,849665.6196912128,853259.0239556043,852055.5078723981,852275.5161724692,851739.6062725027,851167.2115377721,851625.340664451,852730.1787111305,855656.6094536812,856517.6434945539,858198.2809380423,860013.9530205847,852149.5239376202,864712.5928028327,875792.4198814315,882588.0274956254,880211.9340879362
urban decentral air heat pump,95306.07499888055,95306.77175697392,95299.08777364418,95380.92030135506,95415.6257749094,95369.35674874861,95277.82191651508,95220.41340988586,95163.09508609308,95177.04228231129,95180.8973468743,95088.99205013363,95118.9598697236,95236.04936829777,95410.73396000991,95672.80265554992,97335.20909714518,101344.01744308458,95268.4766960208,95288.63381470827,95343.61021746442,95195.27949998765,95106.95503405143,94989.74141695493,94921.26009978913,94836.97393061605,94835.09850841986,94858.17230739421,94975.16943693465,95080.56514213115,95112.45984284142,95176.96539774696,95343.89045557784,94717.1788102734,95290.29214811034,95300.07786983476,95386.67603548091,95402.44706709366,95358.9941326929,95361.16462313526,95269.64500050373,95191.74572315696,95203.449462478,95156.53625016888,95069.648312347,95169.00176477172,95352.5644463122,95565.61704445844,96754.05408960619,100231.00624032957
urban decentral biomass boiler,0.069208461474169,0.020443496229276888,1.606007050040761e-08,4.634538746976523e-10,0.012269481867975156,4.371162375806674e-05,0.005229336093647152,2.5717579073517087e-09,0.00023270371793287522,6.233182660978754,0.0038077123893542736,0.003531734402269364,6.258191295260092e-08,0.015920029641775687,4.0735856952586996e-10,0.02792495617557276,0.00018181877452237084,0.005154644263951804,0.09528747594316657,0.00020735640937002747,0.0019631302947045906,0.06183195749984921,0.005826783751964122,0.0971103975390007,0.0014437923842683927,0.1366492877484637,0.00502501646265335,0.028521110290843768,0.00015386662546907967,0.029461061106925833,0.0007398697016272058,0.07585831757518742,0.0029079489042106417,0.01577081091737914,0.10491431446205857,0.002286006494608718,0.0016145257912136104,0.025903295891363105,0.0021054621181589724,0.05760799410398011,0.0016803136950204606,7.781954804840527,0.00247318958512062,0.17175524855892338,0.0010643303480971943,0.06196590362995398,0.0005796310898404251,0.06564320813948178,0.0009087862932091158,0.07024443319003001
urban decentral gas boiler,99538.70636895737,99388.86142098061,99291.92062501334,99031.21471944444,98358.37586324895,97152.52289294639,95919.70189960662,95186.80297153677,94037.2603708778,92520.17268566815,92517.93644460867,91022.33669681831,88760.79555766562,86200.21502905409,82941.0545129015,76568.75935979788,60978.950135781015,32046.566582896696,96913.65541531875,96657.40270149417,94621.78072541085,92750.82702074501,91052.52155927045,89420.93891617408,87916.49438686146,86629.6483519505,84622.35975435548,82444.26618241111,80474.7702074389,77514.28399195253,73387.52931911661,65894.89924380553,51097.43555981518,22338.234404157083,99981.52850958401,99702.1168651748,99336.17654953676,98940.51770977951,98095.92005434653,96941.42541541968,95669.16925587073,94495.30220665557,92948.1629798249,91695.96245037916,89872.91608496662,87411.55500912416,84438.38859724783,79269.35578190272,65761.21612804185,40431.38353398489
urban decentral resistive heater,165162.66152200097,164284.71095861724,164433.5249993836,164657.47460300152,165063.5780706567,166179.41462415783,167665.09486558186,168271.25234445746,169491.9534865394,170682.8124909948,170687.38310425344,171846.12255570444,173975.86333478455,176361.9695674065,179470.31150558242,185578.36509886422,199953.81051668615,225156.85273472493,163123.19599232794,161659.28706351065,160801.40123342248,161085.78563139375,160778.4672503601,161795.01778049133,161849.7970584307,161587.93224626046,160300.79975546748,159959.1536479557,158311.8613002782,156556.45411469907,154429.73423485755,150049.4310474562,145501.6671718873,143704.01645311085,163681.0408920762,163956.46373079583,164235.7158481408,164407.1505204407,165151.26155878472,166157.15217350298,167679.00378273084,168942.93288316196,170328.05049946991,171251.00596731843,173185.83834528274,175505.80720428517,177524.899829073,182596.99963532164,195074.30714316666,217818.65526915854
urban decentral solar thermal,0.05990203884664995,0.01566814069508929,1.1573774710446306e-08,3.5174901261837973e-10,0.007538743863990295,2.9052705411080906e-05,0.0006871807465812628,1.997748618654985e-09,2.729946792367897e-05,4.12369018823417,0.00044849507222030307,0.0002669075608348827,4.6831783860516354e-08,0.012425213097518357,3.1517681857355277e-10,0.016230051339573993,9.057101234198775e-05,0.00018620005869636355,0.07781110602421208,0.00015947364234053158,0.0013256744593582231,0.04271468319080769,0.0006285059513510113,0.06788286316256348,0.0011392364427409664,0.10873305598133666,0.0005604688060238175,0.023823228400512927,0.00011500289293264874,0.020342127709557314,0.0006351427111050317,0.06918495170126626,0.0003794603303039065,0.011579166131456821,0.08565597929974497,0.0016042203448699008,0.001160658555127246,0.018184912521688724,0.0015329828022136224,0.04486507634329373,0.0014210823080739636,5.073841428229127,0.0019175030114846731,0.15129559611647794,0.000735929631408514,0.04735425565492981,0.00042346869011733413,0.05006611380338171,0.0006564981362111615,0.03592835729408794
urban decentral water tanks charger,330070.0225694796,327388.5148707858,326815.47796931164,326263.0212885312,323561.1160091662,320420.2563344504,317354.67546214943,316243.4425327758,314840.27132121864,309564.4943314237,313985.3549657642,312176.5362920414,309590.3102292801,307154.79080803576,307679.97635432286,307890.52019527566,305108.7933580718,300080.17029091786,312120.4454828733,312367.9859440758,309269.64278368396,307542.3064805129,302329.1299451378,301240.2481502713,296706.9363389395,294744.63134739123,291578.83138528926,283365.1665910191,279127.9126151861,274367.37667903205,269358.31295199157,262398.7207987758,247363.8942325313,235270.48585620656,327411.521291875,326617.69512295024,325671.0710456007,324466.09743278165,323684.05343413167,319503.8440738869,317306.41326597147,312082.6070967214,314195.94336671854,312466.82493191067,311131.0039377311,308088.61129021074,308432.79300751345,307652.66637132346,307265.74210687715,300706.22873152874
urban decentral water tanks discharger,235330.12516540673,234144.1075166741,233635.37100573425,232085.8036890458,232708.67978875738,232595.9052188982,231798.34189924656,231263.36682298878,229093.85875104292,228327.92756892214,228993.4061239363,228038.53863658753,227812.45439422762,224243.03099906206,223796.9670092777,223501.20605222296,220417.84628297033,221072.65571798713,229644.38615615465,229898.72457317545,230654.74257118578,230816.36366049104,229283.6183791273,228187.95269522187,227565.91446514695,226991.9906530592,227342.9478989811,224076.8867643701,221288.3524760399,218510.95758095192,215452.00437278496,210670.6001078989,197875.2622638687,188194.5743898382,234417.77849373384,234117.5085290636,233252.03260003234,231687.54584776756,231997.54516765152,231361.59451299274,231388.38610786007,230959.42285892437,228772.79008667188,227985.85167376176,228550.43226271507,227406.28425663937,224506.4524267756,224046.958520135,224258.8829166174,221676.7556148624
